timestamp,price,action,confidence,prob_hold,prob_buy,prob_sell,portfolio_value,cash_ratio,position_ratio,total_return,regime,regime_confidence,returns_1d,returns_5d,returns_20d,is_bad_decision,failure_pattern,cost_of_mistake,rsi_14,macd,macd_signal,atr_14,sma_20,sma_50,volume_ratio,volatility,notes
2024-02-20,52284.875,HOLD,0.34384355,0.34384355,0.3222018,0.3339547,100000.0,1.0,0.0,0.0,bull,0.0,-0.8524364120598982,-1.0550598404414302,37.94411146627012,False,success,0.0,90.66214015698223,2482.0199479491785,2063.346710296776,1642.8998325892858,47694.4333984375,44804.58640625,1.3555637724412826,0.009767068832988945,
2024-02-21,51839.1796875,HOLD,0.34500787,0.34500787,0.3215394,0.3334527,100000.0,1.0,0.0,0.0,bull,0.0,-1.0305082651198116,5.176051535585935,37.89047105569132,False,success,0.0,85.72857443476977,2424.2968034067744,2135.536728918776,1652.26171875,48132.6037109375,44942.210625,1.1465955515736184,-0.008524364120598982,
2024-02-22,51304.97265625,HOLD,0.34847477,0.34847477,0.32472062,0.3268046,100000.0,1.0,0.0,0.0,bull,0.0,-1.1168964874795462,11.266741093947008,42.44915495749111,False,success,0.0,79.79064561725079,2308.8299976011112,2170.1953826552435,1639.8119419642858,48538.559375,45111.3465625,1.0042784038460504,-0.010305082651198116,
2024-02-23,50731.94921875,HOLD,0.35034028,0.35034028,0.33206528,0.3175944,100000.0,1.0,0.0,0.0,bull,0.0,1.6540904827679226,23.205967886207056,40.7329993218801,False,success,0.0,70.36007110192904,2146.341827125434,2165.424671549282,1500.1322544642858,48925.5443359375,45242.387109375,0.8299110288876523,-0.011168964874795462,
2024-02-24,51571.1015625,HOLD,0.35641873,0.35641873,0.31321123,0.33037004,100000.0,1.0,0.0,0.0,bull,0.0,0.3143945229742817,18.66797675115106,34.57880738379855,False,success,0.0,71.06693088176374,2061.5174722413576,2144.643231687697,1489.982142857143,49374.9203125,45390.5553125,0.5872976378156481,0.016540904827679226,
2024-02-25,51733.23828125,HOLD,0.35669017,0.35669017,0.32541773,0.31789213,100000.0,1.0,0.0,0.0,bull,0.0,5.391435284481116,20.69732127155617,26.2536801435308,False,success,0.0,69.86220220209381,1984.5005509960902,2112.614695549376,1470.3624441964287,49828.648828125,45545.436171875,0.6003909468007372,0.003143945229742817,
2024-02-26,54522.40234375,SELL,0.3504896,0.34290063,0.30660975,0.3504896,100000.0,1.0,0.0,0.0,bull,0.0,4.700762695380023,13.769469043508842,25.435824652065687,False,success,0.0,73.32754352339882,2124.041685479184,2114.900093535338,1575.5359933035713,50400.5353515625,45757.022265625,1.284092054667441,0.053914352844811164,
2024-02-27,57085.37109375,HOLD,0.3468003,0.3468003,0.3077028,0.34549686,100000.0,1.0,0.0,0.0,bull,0.0,9.493531994124748,10.654218205942234,18.329078809116428,False,success,0.0,80.26764092126957,2413.616529470448,2174.64338072236,1654.232142857143,51038.8927734375,45959.319609375,1.7791065851538777,0.04700762695380023,
2024-02-28,62504.7890625,SELL,0.35134333,0.34535706,0.3032996,0.35134333,100000.0,1.0,0.0,0.0,bull,0.0,-2.090089846865484,9.32028583309803,-0.9471524244454743,False,success,0.0,84.52305357656144,3045.304048287304,2348.775514235349,1972.101283482143,51899.05390625,46286.62078125,2.7006808312018524,0.09493531994124749,
2024-02-29,61198.3828125,HOLD,0.3484826,0.3484826,0.3134291,0.33808824,100000.0,1.0,0.0,0.0,bull,0.0,2.029873900109447,4.253080370153772,10.97298450364994,False,success,0.0,77.79108280971637,3401.2968587758805,2559.2797831434555,2089.135323660714,52601.6130859375,46578.032890625,2.0384536677514737,-0.020900898468654838,
2024-03-01,62440.6328125,HOLD,0.34885845,0.34885845,0.3118938,0.33924776,100000.0,1.0,0.0,0.0,bull,0.0,-0.6578811548619723,5.871452145606804,4.885853450045863,False,success,0.0,79.07309949272673,3740.5442532181987,2795.532677158404,2193.133370535714,53335.080859375,46899.473828125,1.2060763141396897,0.020298739001094468,
2024-03-02,62029.84765625,HOLD,0.3544859,0.3544859,0.31186342,0.3336507,100000.0,1.0,0.0,0.0,bull,0.0,1.833832389535761,7.892388751105894,2.8194718004015407,False,success,0.0,79.46150963269388,3930.9399001804923,3022.614121762822,2141.645089285714,54021.87734375,47283.007421875,0.7120567714266139,-0.006578811548619723,
2024-03-03,63167.37109375,HOLD,0.35087803,0.35087803,0.30521002,0.34391192,100000.0,1.0,0.0,0.0,bull,0.0,8.173591649219114,8.12559168978595,1.4166048321402114,False,success,0.0,80.2235848877105,4126.055853354017,3243.302468081061,2189.640066964286,54682.334765625,47689.5071875,0.7923133152284734,0.01833832389535761,
2024-03-04,68330.4140625,SELL,0.34968057,0.34213462,0.30818483,0.34968057,100000.0,1.0,0.0,0.0,bull,0.0,-6.628402455760396,0.24655016702503918,-1.6043253982001238,False,success,0.0,85.83843997005798,4643.770573679663,3523.3960892007817,2573.854910714286,55611.7333984375,48220.190078125,2.0255504388548684,0.08173591649219114,
2024-03-05,63801.19921875,BUY,0.34719807,0.34099275,0.34719807,0.31180915,100000.0,1.0,0.0,0.0,bull,0.0,3.613733749494208,8.179454160191323,9.651250065281513,False,success,0.0,71.23608555404306,4635.1621696051225,3745.7493052816503,3123.4246651785716,56210.45859375,48645.9746875,2.7000554755648007,-0.06628402455760396,
2024-03-06,66106.8046875,HOLD,0.34398752,0.34398752,0.32560104,0.33041146,99999.0,0.989999899999,0.01000010000100001,-0.000999999999995449,bull,0.0,1.2384196927533564,9.102091064519048,5.870849859324467,False,success,0.0,74.62066438433914,4759.51827594723,3948.5030994147664,3344.2960379464284,56918.87109375,49105.011875,1.7368329262398925,0.03613733749494208,
2024-03-07,66925.484375,HOLD,0.35468742,0.35468742,0.3213845,0.3239281,100035.13733749495,0.9896422660569829,0.010357733943017035,0.0351373374949393,bull,0.0,2.0539401213709896,6.807279364573149,3.7801136571900873,False,success,0.0,76.69317749294797,4868.016530620422,4132.4057856558975,3436.5153459821427,57657.13515625,49588.668515625,1.1595449681359082,0.012384196927533564,
2024-03-08,68300.09375,HOLD,0.34811562,0.34811562,0.32198513,0.32989925,100047.96906632645,0.9895153387308538,0.010484661269146198,0.047969066326447596,bull,0.0,0.2910524006418447,7.00351344686112,3.5795842154316304,False,success,0.0,79.22086697537101,5007.201762565281,4307.364981037775,3644.8328683035716,58488.9900390625,50129.42921875,1.393539736211656,0.020539401213709896,
2024-03-09,68498.8828125,HOLD,0.35153893,0.35153893,0.3076611,0.34080002,100069.5142628405,0.9893022938031986,0.010697706196801444,0.06951426284049766,bull,0.0,0.7604594828588107,4.230303938579283,2.0349898498572605,False,success,0.0,78.76859215324299,5075.045709814782,4460.901126793176,3610.631417410714,59307.8068359375,50667.03875,0.506264265172626,0.0029105240064184468,
2024-03-10,69019.7890625,HOLD,0.36612323,0.36612323,0.32593948,0.30793732,100072.63002030172,0.9892714919145833,0.01072850808541659,0.07263002030171162,bull,0.0,4.497430707429584,0.5563395371322999,0.906284463479845,False,success,0.0,79.02437943012393,5111.918295724623,4591.104560579466,3690.7293526785716,60169.8390625,51214.1228125,0.822199793306612,0.007604594828588107,
2024-03-11,72123.90625,HOLD,0.34421405,0.34421405,0.31324694,0.342539,100080.7945416019,0.9891907878373984,0.010809212162601582,0.08079454160190291,bull,0.0,-0.8909905479502545,-9.440405292107979,-1.0956946920772204,False,success,0.0,79.24390052367914,5330.173478608689,4738.918344185311,3808.4924665178573,61161.790625,51825.685234375,1.4597615608555325,0.04497430707429584,
2024-03-12,71481.2890625,HOLD,0.35617328,0.35617328,0.31725973,0.32656696,100129.44750150721,0.9887101394273629,0.011289860572637221,0.12944750150720719,bull,0.0,2.2414410239567806,-4.323738565763224,-2.488959905919441,False,success,0.0,75.54826423719261,5389.16550176734,4868.967775701717,3883.0041852678573,62143.89609375,52465.163671875,1.339058476210284,-0.008909905479502545,
2024-03-13,73083.5,HOLD,0.35131407,0.35131407,0.31945896,0.32922694,100119.37532111925,0.9888096053583455,0.011190394641654472,0.11937532111925275,bull,0.0,-2.30819028918976,-7.573400630785332,-10.44904437219072,False,success,0.0,71.71617219938639,5501.781030575206,4995.530426676415,3535.0524553571427,63232.8224609375,53129.92265625,1.007467694413159,0.022414410239567806,
2024-03-14,71396.59375,HOLD,0.35412487,0.35412487,0.32094014,0.324935,100144.4878731891,0.9885616482992095,0.01143835170079064,0.14448787318910306,bull,0.0,-2.7911980219644583,-13.283295202721067,-7.585489678910628,False,success,0.0,70.61305868014752,5392.746190973674,5074.973579535867,3685.061941964286,64266.0546875,53756.313046875,1.197555461009738,-0.0230819028918976,
2024-03-15,69403.7734375,HOLD,0.34116122,0.34116122,0.33886838,0.31997043,100118.0478333363,0.9888227162079793,0.011177283792020699,0.11804783333630997,bull,0.0,-5.891115205258901,-2.147003669536607,-1.289453934815099,False,success,0.0,63.6597370926441,5086.892816602391,5077.357426949172,3997.4807477678573,65157.68828125,54345.71234375,1.4799541725851064,-0.027911980219644583,
2024-03-16,65315.1171875,HOLD,0.3451297,0.3451297,0.34492806,0.30994225,100086.81299234739,0.9891313055154373,0.010868694484562694,0.08681299234738482,bull,0.0,4.708722796395115,0.26988152986693326,3.8620820816390733,False,success,0.0,55.63207743899719,4463.1332034442385,4954.512582248186,4314.871372767857,65836.7822265625,54815.677265625,0.8596111342894528,-0.05891115205258901,
2024-03-17,68390.625,HOLD,0.3543064,0.3543064,0.33466172,0.31103188,100022.72867575042,0.9897650395134779,0.010234960486522088,0.02272867575041637,bull,0.0,-1.23120859035869,-6.743414439113549,0.7391135480923072,False,success,0.0,58.39651980529336,4168.910389534642,4797.392143705478,4493.815290178572,66530.193359375,55341.088671875,0.8126728497356643,0.04708722796395115,
2024-03-18,67548.59375,HOLD,0.35276958,0.35276958,0.34290624,0.30432418,100070.93322127871,0.9892882659652186,0.010711734034781515,0.07093322127871282,bull,0.0,-8.343356981432349,-5.16130748465804,2.6854162859607955,False,success,0.0,48.54043630122321,3823.7144055367025,4602.6565960717235,4218.986328125,67053.3544921875,55851.348671875,0.8956704186242546,-0.0123120859035869,
2024-03-19,61912.7734375,BUY,0.37079492,0.35036594,0.37079492,0.27883917,100057.73548737542,0.9894187542600441,0.010581245739955917,0.057735487375421,bull,0.0,9.692504638897837,8.594992829503711,15.697222718201708,False,success,0.0,46.614423245941154,3060.105511030779,4294.146379063535,3984.988839285714,67023.7537109375,56223.83921875,1.3605476907362526,-0.08343356981432348,
2024-03-20,67913.671875,HOLD,0.35127717,0.35127717,0.33484966,0.31387314,99968.40171216053,0.9802928186657536,0.019707181334246374,-0.031598287839473826,bull,0.0,-3.5667063539995048,3.0113827872011223,1.8042666758695258,False,success,0.0,52.86036373080704,2905.6675857223745,4016.4506203953033,4164.861328125,67359.5181640625,56723.06046875,1.2230102344374927,0.09692504638897836,
2024-03-21,65491.390625,HOLD,0.3640907,0.3640907,0.34025982,0.29564938,100159.35330215764,0.9784239121062007,0.021576087893799334,0.15935330215763877,bull,0.0,-2.615044343853401,6.86570443777319,7.781926966068298,False,success,0.0,47.83945051959871,2558.3257771676654,3724.8256517497757,4253.767299107143,67512.0560546875,57181.236171875,0.811270609130671,-0.03566706353999505,
2024-03-22,63778.76171875,HOLD,0.3759557,0.3759557,0.367859,0.25618535,100082.27510113074,0.9791774436871988,0.020822556312801044,0.08227510113074654,bull,0.0,0.4444134671348854,8.900426847862697,9.849434963870163,False,success,0.0,43.2570151251849,2120.417202135708,3403.9439618269625,4283.465680803572,67599.5017578125,57595.2959375,0.74323899929548,-0.02615044343853401,
2024-03-23,64062.203125,HOLD,0.36914697,0.36914697,0.3454376,0.28541547,100027.77839265791,0.9797109149743679,0.020289085025632043,0.027778392657906714,bull,0.0,4.951388799118828,10.431658097927766,4.891595839102658,False,success,0.0,43.3999281295936,1775.7728500920348,3078.309739479977,4449.035435267857,67644.243359375,58012.8228125,0.4447222753321448,0.004444134671348854,
2024-03-24,67234.171875,HOLD,0.37617105,0.37617105,0.32912466,0.2947043,100036.79763998532,0.9796225849272255,0.020377415072774428,0.03679763998531982,bull,0.0,4.052464020923141,3.954322892446571,-5.075840340674976,False,success,0.0,47.537888417683504,1738.5501628772909,2810.35782415944,4594.155412946428,67589.43125,58497.66125,0.5089660641511843,0.04951388799118828,
2024-03-25,69958.8125,HOLD,0.35713908,0.35713908,0.30217448,0.3406864,100137.73127226422,0.9786351762401811,0.021364823759818862,0.13773127226421877,bull,0.0,0.041486463910467286,-0.44813198122823916,-6.03224352543148,False,success,0.0,46.98307253876648,1906.9248006676935,2629.671219461091,4529.293247767857,67897.3119140625,59045.165859375,0.8463926262819593,0.04052464020923141,
2024-03-26,69987.8359375,HOLD,0.38151675,0.38151675,0.316823,0.3016603,100224.43069984714,0.9777886051097685,0.022211394890231526,0.2244306998471446,bull,0.0,-0.7608353371227561,1.922923436583801,-9.37537918140463,False,success,0.0,47.88275812725071,2019.4261751397426,2507.6222105968213,4393.816685267857,68091.3634765625,59591.74921875,0.7377286962766066,0.00041486463910467286,
2024-03-27,69455.34375,HOLD,0.3523136,0.3523136,0.33037606,0.3173103,100225.35424014623,0.9777795951423041,0.02222040485769596,0.22535424014622496,bull,0.0,1.8567460837021654,0.35534297891945954,-8.125336603420097,False,success,0.0,44.69554107185242,2042.0768646817887,2414.513141413815,4468.272042410715,68217.8564453125,60119.16265625,0.8417188587456919,-0.007608353371227561,
2024-03-28,70744.953125,HOLD,0.36965814,0.36965814,0.311314,0.3190278,100208.41007238149,0.977944927188637,0.022055072811363076,0.2084100723814819,bull,0.0,-1.204502883045766,-7.488845825353707,-13.383656784704389,False,success,0.0,49.036086490349426,2139.4264221328776,2359.4957975576276,4287.091238839285,68340.0994140625,60647.697265625,0.7273101779976417,0.018567460837021654,
2024-03-29,69892.828125,HOLD,0.3711091,0.3711091,0.31517076,0.3137202,100249.44608777089,0.9775446161181203,0.02245538388187969,0.24944608777088817,bull,0.0,-0.35414711944022903,-5.597163156716944,-9.128367516248648,False,success,0.0,50.74868010134373,2123.34073156456,2312.2647843590144,3937.8055245535716,68409.7966796875,61139.5225,0.5318015093306238,-0.01204502883045766,
2024-03-30,69645.3046875,HOLD,0.34990495,0.34990495,0.308863,0.34123203,100222.33104402853,0.9778090897613696,0.022190910238630353,0.2223310440285342,bull,0.0,2.424203264779501,-1.6317839983604476,-8.330402747223964,False,success,0.0,57.51247167561364,2066.79490796756,2263.1708090807233,3617.059151785714,68441.0724609375,61589.484609375,0.36826219638700924,-0.0035414711944022903,
2024-03-31,71333.6484375,HOLD,0.37089613,0.37089613,0.3168096,0.31229427,100214.45472443331,0.9778859403206552,0.022114059679344822,0.2144547244333106,bull,0.0,-2.2871394296192005,-4.9009238824551,-8.88669957320939,False,success,0.0,55.364054016031204,2133.6220985059044,2237.2610669657597,3435.095703125,68401.5595703125,62060.73203125,0.4533013129127355,0.02424203264779501,
2024-04-01,69702.1484375,HOLD,0.35837898,0.35837898,0.3114815,0.33013955,100268.17866708655,0.977361986571045,0.022638013428954988,0.26817866708654936,bull,0.0,-6.104798598949213,-1.1564049036777546,-6.85130087565674,False,success,0.0,53.81534270055757,2031.5166540729115,2196.11218438719,3501.416573660714,68312.6025390625,62488.896640625,0.8138684367040033,-0.022871394296192005,
2024-04-02,65446.97265625,HOLD,0.3540741,0.3540741,0.35285732,0.2930686,100216.26352099219,0.9778682905234898,0.02213170947651025,0.21626352099217705,bull,0.0,0.8156830210526378,5.982831401256683,2.1249371434710618,False,success,0.0,56.583423355404804,1588.9241021915368,2074.6745679480596,3397.919363839286,67930.776171875,62798.671640625,1.179912436518499,-0.061047985989492126,
2024-04-03,65980.8125,HOLD,0.34427598,0.34427598,0.3353576,0.32036644,100080.86169914674,0.9791912722186293,0.020808727781370724,0.08086169914673924,bull,0.0,3.8314642609167615,8.563924360585883,0.6463408396190973,False,success,0.0,45.478605587533096,1266.641673270875,1913.0679890126228,3044.1300223214284,67659.987109375,63123.4390625,0.8266859772913102,0.008156830210526378,
2024-04-04,68508.84375,HOLD,0.38086265,0.38086265,0.31001136,0.309126,100097.84875000748,0.9790250990975154,0.020974900902484453,0.09784875000748983,bull,0.0,-0.9797320875087778,0.9198401848666382,-6.177224838216599,False,success,0.0,57.02375427534767,1201.3728423698485,1770.728959684068,3084.0147879464284,67615.240625,63457.08203125,0.8713494854761304,0.038314642609167615,
2024-04-05,67837.640625,HOLD,0.36743793,0.36743793,0.3261797,0.30638227,100178.2919689317,0.9782389414496746,0.021761058550325427,0.17829196893170973,bull,0.0,1.5602971156545964,4.054153655937243,-4.947008125328656,False,success,0.0,59.929290074102276,1083.0021661098435,1633.1836009692233,2973.0078125,67741.366796875,63775.06375,0.8682409873526612,-0.009797320875087778,
2024-04-06,68896.109375,HOLD,0.35620224,0.35620224,0.31269598,0.33110175,100156.93394975098,0.978447546538218,0.021552453461781987,0.1569339497509814,bull,0.0,0.6770270726916605,1.6902260672829073,-7.461653653791678,False,success,0.0,61.393227847984726,1062.35595632084,1519.0180720395467,2915.86328125,67766.641015625,64109.781875,0.5306036787502112,0.015602971156545964,
2024-04-07,69362.5546875,HOLD,0.37813196,0.37813196,0.3112011,0.310667,100190.61495483377,0.9781186225486501,0.02188137745134984,0.19061495483376767,bull,0.0,3.270935878474601,-3.1237135220316015,-8.568620474371135,False,success,0.0,55.74976847533091,1071.2828430238005,1429.4710262363976,2746.9983258928573,67857.3390625,64463.773046875,0.5852966680287357,0.006770270726916605,
2024-04-08,71631.359375,SELL,0.35062936,0.34341514,0.30595556,0.35062936,100205.45747799863,0.977973742731936,0.022026257268063905,0.20545747799862735,bull,0.0,-3.4794031158228322,-10.902887767163783,-11.891619788557172,False,success,0.0,54.632430170366,1247.055759608469,1392.987972910812,2668.6668526785716,68343.268359375,64853.949296875,1.0837592669846168,0.03270935878474601,
2024-04-09,69139.015625,HOLD,0.35663193,0.35663193,0.31067637,0.33269173,100275.37263235,1.0,0.0,0.27537263235000164,bull,0.0,2.09558550176423,-4.918046679956623,-7.6626698881352535,False,success,0.0,47.9313116804187,1171.7386770510639,1348.7381137388625,2763.6277901785716,68404.535546875,65201.14671875,1.1084349215248632,-0.03479403115822832,
2024-04-10,70587.8828125,HOLD,0.3527694,0.3527694,0.31401992,0.33321068,100275.37263235,1.0,0.0,0.27537263235000164,bull,0.0,-0.7469744331340511,-10.145752485626014,-14.097359131995146,False,success,0.0,52.64213372643194,1214.9555683288636,1321.9816046568626,2781.0641741071427,68659.36015625,65567.206875,1.1770319807685237,0.0209558550176423,
2024-04-11,70060.609375,HOLD,0.35191974,0.35191974,0.3246448,0.32343543,100275.37263235,1.0,0.0,0.27537263235000164,bull,0.0,-4.088948430588779,-8.91905758384649,-16.851976826314896,False,success,0.0,48.34459225785627,1192.9076098618389,1296.1668056978579,2712.0574776785716,68973.4525390625,65931.63546875,0.9425026303610538,-0.007469744331340511,
2024-04-12,67195.8671875,BUY,0.34878063,0.34368077,0.34878063,0.3075386,100275.37263235,1.0,0.0,0.27537263235000164,bull,0.0,-5.0217292706919885,-8.808839038766214,-12.013288810195844,True,momentum_misread,1766.619234141348,44.05499061779285,933.5127373037976,1223.6359920190457,3007.1623883928573,69130.1357421875,66249.453359375,1.338776619687315,-0.04088948430588779,
2024-04-13,63821.47265625,BUY,0.3757842,0.32342002,0.3757842,0.30079585,100274.36987862368,0.989999899999,0.01000010000100001,0.27436987862368145,neutral,0.0,3.004089104268326,-0.4837223855093331,-1.459754342817987,False,success,0.0,38.71762913723861,450.4623447747872,1069.001262570194,3454.154854910714,68959.50078125,66511.243828125,1.5438420336859315,-0.05021729270691988,
2024-04-14,65738.7265625,BUY,0.364851,0.33521515,0.364851,0.29993385,100223.01206109292,0.980497110875528,0.019502889124472025,0.22301206109291982,neutral,0.0,-3.517737178558533,-2.8828612130145426,-2.80999344350511,False,success,0.0,39.256379113974944,219.81391756802623,899.1637935697605,3587.416573660714,68748.496484375,66794.596328125,1.4200678464146552,0.03004089104268326,
2024-04-15,63426.2109375,BUY,0.37122867,0.3334533,0.37122867,0.29531798,100280.72831973781,0.96992268873778,0.030077311262220054,0.28072831973782186,neutral,0.0,0.6080330797783695,2.472527438688288,0.9537411522124284,False,success,0.0,38.25582340519719,-147.87272246653447,689.7564903625015,3681.357979910714,68420.415234375,67028.45578125,1.2475921869057207,-0.03517737178558533,
2024-04-16,63811.86328125,BUY,0.37454894,0.33325177,0.37454894,0.29219922,100173.62547540248,0.9609496029033207,0.03905039709667939,0.17362547540249462,bull,0.0,-3.9728848910527192,1.74698119233192,-1.0184846971722394,False,success,0.0,46.422054452661214,-403.4968520808761,471.10582187382596,3504.0348772321427,68138.2412109375,67214.245,1.2226408210310098,0.006080330797783695,
2024-04-17,61276.69140625,BUY,0.372548,0.3280774,0.372548,0.29937455,100196.40866002633,0.9507209970443793,0.049279002955620675,0.19640866002632595,bull,0.0,3.649124077498622,9.07520976350038,1.726798519497219,False,success,0.0,40.53541246096487,-801.4098456296633,216.6026883731281,3672.8459821428573,67664.828125,67298.07140625,1.1833083574357648,-0.03972884891052719,
2024-04-18,63512.75390625,HOLD,0.35252297,0.35252297,0.3517167,0.29576033,99999.24432280041,0.9425853938612143,0.057414606138785726,-0.00075567719959313,neutral,0.0,0.5208661031110617,4.557383128942183,-3.6603868625057823,False,success,0.0,39.82847567779068,-925.6568081464648,-11.849210930790463,3609.6135602678573,67345.8244140625,67318.230703125,1.001263912897932,0.03649124077498622,
2024-04-19,63843.5703125,HOLD,0.36552742,0.36552742,0.3054978,0.32897478,100208.75576121942,0.9406146836153833,0.059385316384616714,0.20875576121941464,bear,0.0,1.8026421268684478,0.6787341667750635,-1.2430529356604936,False,success,0.0,41.754198698842075,-986.0625861650769,-206.6918859776478,3832.1796875,67055.7376953125,67371.134453125,1.3276579958737493,0.005208661031110617,
2024-04-20,64994.44140625,HOLD,0.36689192,0.36689192,0.3220484,0.31105968,100239.75213145775,0.9403238245463513,0.05967617545364869,0.23975213145774887,bear,0.0,-0.10431180502996629,-0.7888895787181771,-6.464651394166698,False,success,0.0,41.97558000736222,-930.3444892575644,-351.4224066336311,3841.620535714286,66738.77734375,67422.210625,0.6118102861306924,0.018026421268684478,
2024-04-21,64926.64453125,HOLD,0.3520523,0.3520523,0.32977837,0.3181694,100347.58483214765,0.9393133601919426,0.060686639808057434,0.34758483214765157,bear,0.0,2.9433758205850147,-1.8040732386627956,-6.36554318121394,False,success,0.0,40.72473008357105,-881.4967909481638,-457.4372834965377,3842.529296875,66500.0021484375,67480.1465625,0.5537196102636166,-0.0010431180502996629,
2024-04-22,66837.6796875,HOLD,0.3762895,0.3762895,0.3014659,0.32224464,100341.23249593095,0.9393728256193483,0.06062717438065178,0.3412324959309432,bear,0.0,-0.6439574982440521,-5.114688418992697,-8.063243938819598,False,success,0.0,39.82440877554797,-680.7330058373991,-502.09642796470996,3773.576729910714,66569.5375,67553.552734375,0.7875285557452996,0.029433758205850147,
2024-04-23,66407.2734375,HOLD,0.38143495,0.38143495,0.30658674,0.31197837,100520.28997954566,0.9376995143469109,0.06230048565308914,0.5202899795456517,bear,0.0,-3.208044676017341,-4.960364728496536,-5.279277460547371,False,success,0.0,43.64500055614401,-550.0162026214239,-511.6803828960528,3616.775948660714,66590.860546875,67515.089921875,0.6866659880735312,-0.006439574982440521,
